conssourceid,description,primarycare,ae,op,hospital
59183,GP Practice,1,,,
59227,GP Practice,1,,,
59236,GP Practice,1,,,
59249,GP Practice,1,,,
59289,GP Practice,1,,,
59317,GP Practice,1,,,
59361,GP Practice,1,,,
59379,GP Practice,1,,,
59401,GP Practice,1,,,
59425,GP Practice,1,,,
59482,GP Practice,1,,,
59615,GP Practice,1,,,
59655,Telephone,1,,,
59662,GP Practice,1,,,
59801,GP Practice,1,,,
59839,GP Practice,1,,,
59901,Surgery,1,,,
59982,Telephone,1,,,
59987,GP Practice,1,,,
59999,GP Practice,1,,,
60029,GP Practice,1,,,
60032,GP Practice,1,,,
60055,GP Practice,1,,,
60090,GP Practice,1,,,
60112,GP Practice,1,,,
60186,GP Practice,1,,,
60287,GP Practice,1,,,
60312,GP Practice,1,,,
60390,GP Practice,1,,,
60498,GP Practice,1,,,
60540,GP Practice,1,,,
60707,GP Practice,1,,,
60759,GP Practice,1,,,
60787,GP Practice,1,,,
60801,GP Practice,1,,,
60802,GP Practice,1,,,
60805,GP Practice,1,,,
60806,GP Practice,1,,,
60808,GP Practice,1,,,
60810,GP Practice,1,,,
60813,GP Practice,1,,,
60819,GP Practice,1,,,
60828,GP Practice,1,,,
60829,GP Practice,1,,,
60830,GP Practice,1,,,
60833,GP Practice,1,,,
60834,GP Practice,1,,,
60835,GP Practice,1,,,
60837,GP Practice,1,,,
60850,GP Practice,1,,,
60852,Accident & Emergency,,1,,
60855,GP Practice,1,,,
60861,GP Practice,1,,,
60862,GP Practice,1,,,
60863,GP Practice,1,,,
60866,GP Practice,1,,,
60879,GP Practice,1,,,
60883,GP Practice,1,,,
60891,GP Practice,1,,,
60915,GP Practice,1,,,
60916,GP Practice,1,,,
60932,GP Practice,1,,,
60935,GP Practice,1,,,
60936,GP Practice,1,,,
60941,GP Practice,1,,,
60945,GP Practice,1,,,
60946,GP Practice,1,,,
60947,GP Practice,1,,,
60960,GP Practice,1,,,
60963,GP Practice,1,,,
60968,GP Practice,1,,,
60982,GP Practice,1,,,
61007,Accident & Emergency,,1,,
61011,GP Practice,1,,,
61026,Telephone,1,,,
61076,Telephone Consultation,1,,,
61134,GP Practice,1,,,
61219,Telephone call to a patient,1,,,
61254,GP Practice,1,,,
61278,Accident & Emergency,,1,,
61392,Accident & Emergency,,1,,
61395,Accident & Emergency,,1,,
61450,GP Practice,1,,,
61483,Accident & Emergency,,1,,
61515,GP Practice,1,,,
61577,Telephone Consultation,1,,,
61636,Telephone call from a patient,1,,,
61656,GP Practice,1,,,
61666,GP Practice,1,,,
61668,GP Practice,1,,,
61669,GP Practice,1,,,
61673,GP Practice,1,,,
61675,GP Practice,1,,,
61676,GP Practice,1,,,
61677,GP Practice,1,,,
61703,GP Practice,1,,,
61705,GP Practice,1,,,
61707,GP Practice,1,,,
61709,GP Practice,1,,,
61711,GP Practice,1,,,
61712,GP Practice,1,,,
61714,GP Practice,1,,,
61718,GP Practice,1,,,
61730,GP Practice,1,,,
61732,GP Practice,1,,,
61734,GP Practice,1,,,
61736,GP Practice,1,,,
61752,GP Practice,1,,,
61755,GP Practice,1,,,
61766,GP Practice,1,,,
61767,GP Practice,1,,,
61774,GP Practice,1,,,
61797,GP Practice,1,,,
61799,GP Practice,1,,,
61800,GP Practice,1,,,
61801,GP Practice,1,,,
61810,GP Practice,1,,,
61819,GP Practice,1,,,
61832,GP Practice,1,,,
61833,Telephone,1,,,
61834,GP Practice,1,,,
61837,GP Practice,1,,,
61841,GP Practice,1,,,
61846,GP Practice,1,,,
61857,GP Practice,1,,,
61865,GP Practice,1,,,
61866,GP Practice,1,,,
61868,GP Practice,1,,,
61870,GP Practice,1,,,
61884,GP Practice,1,,,
61893,GP Practice,1,,,
61894,GP Practice,1,,,
61897,GP Practice,1,,,
61898,GP Practice,1,,,
61903,GP Practice,1,,,
61907,GP Practice,1,,,
61908,GP Practice,1,,,
61921,GP Practice,1,,,
61923,GP Practice,1,,,
61934,GP Practice,1,,,
61935,GP Practice,1,,,
61936,GP Practice,1,,,
61952,GP Practice,1,,,
61976,GP Practice,1,,,
61977,GP Practice,1,,,
61982,GP Practice,1,,,
61985,GP Practice,1,,,
61986,GP Practice,1,,,
61988,GP Practice,1,,,
61990,GP Practice,1,,,
61993,GP Practice,1,,,
61994,GP Practice,1,,,
61995,GP Practice,1,,,
61996,GP Practice,1,,,
61997,GP Practice,1,,,
62006,GP Practice,1,,,
62009,GP Practice,1,,,
62011,GP Practice,1,,,
62041,GP Practice,1,,,
62043,Accident & Emergency,,1,,
62047,GP Practice,1,,,
62050,GP Practice,1,,,
62053,GP Practice,1,,,
62056,GP Practice,1,,,
62059,GP Practice,1,,,
62060,GP Practice,1,,,
62080,GP Practice,1,,,
62081,GP Practice,1,,,
62082,GP Practice,1,,,
62083,GP Practice,1,,,
62101,GP Practice,1,,,
62103,GP Practice,1,,,
62107,GP Practice,1,,,
62116,GP Practice,1,,,
62120,GP Practice,1,,,
62121,GP Practice,1,,,
62123,GP Practice,1,,,
62125,GP Practice,1,,,
62127,GP Practice,1,,,
62131,GP Practice,1,,,
62136,GP Practice,1,,,
62139,GP Practice,1,,,
62140,GP Practice,1,,,
62142,GP Practice,1,,,
62144,GP Practice,1,,,
62145,GP Practice,1,,,
62148,GP Practice,1,,,
62151,GP Practice,1,,,
62152,GP Practice,1,,,
62153,GP Practice,1,,,
62156,GP Practice,1,,,
62157,GP Practice,1,,,
62159,GP Practice,1,,,
62160,GP Practice,1,,,
62161,GP Practice,1,,,
62162,Accident & Emergency,,1,,
62164,GP Practice,1,,,
62167,GP Practice,1,,,
62204,GP Practice,1,,,
62205,GP Practice,1,,,
62226,GP Practice,1,,,
62227,GP Practice,1,,,
62229,GP Practice,1,,,
62250,GP Practice,1,,,
62251,GP Practice,1,,,
62255,GP Practice,1,,,
62256,GP Practice,1,,,
62257,GP Practice,1,,,
62259,GP Practice,1,,,
62260,GP Practice,1,,,
62261,GP Practice,1,,,
62271,GP Practice,1,,,
62275,GP Practice,1,,,
62277,GP Practice,1,,,
62282,GP Practice,1,,,
62283,GP Practice,1,,,
62284,"Out of hours, Practice",1,,,
62285,GP Practice,1,,,
62382,GP Practice,1,,,
62389,GP Practice,1,,,
62391,GP Practice,1,,,
62398,GP Practice,1,,,
62402,GP Practice,1,,,
62403,GP Practice,1,,,
62406,GP Practice,1,,,
62407,GP Practice,1,,,
62408,GP Practice,1,,,
62409,GP Practice,1,,,
62410,GP Practice,1,,,
62411,GP Practice,1,,,
62416,GP Practice,1,,,
62417,GP Practice,1,,,
62418,GP Practice,1,,,
62419,GP Practice,1,,,
62420,GP Practice,1,,,
62422,GP Practice,1,,,
62438,GP Practice,1,,,
62444,GP Practice,1,,,
62445,GP Practice,1,,,
62458,GP Practice,1,,,
62459,GP Practice,1,,,
62460,GP Practice,1,,,
62461,GP Practice,1,,,
62462,GP Practice,1,,,
62466,GP Practice,1,,,
62472,GP Practice,1,,,
62483,GP Practice,1,,,
62493,GP Practice,1,,,
62494,GP Practice,1,,,
62495,GP Practice,1,,,
62497,GP Practice,1,,,
62498,GP Practice,1,,,
62499,GP Practice,1,,,
62501,GP Practice,1,,,
62502,GP Practice,1,,,
62505,GP Practice,1,,,
62507,GP Practice,1,,,
62510,GP Practice,1,,,
62511,GP Practice,1,,,
62515,GP Practice,1,,,
62516,GP Practice,1,,,
62517,GP Practice,1,,,
62518,GP Practice,1,,,
62519,GP Practice,1,,,
62521,GP Practice,1,,,
62525,GP Practice,1,,,
62526,GP Practice,1,,,
62528,GP Practice,1,,,
62531,GP Practice,1,,,
62532,GP Practice,1,,,
62533,GP Practice,1,,,
62534,GP Practice,1,,,
62537,GP Practice,1,,,
62539,GP Practice,1,,,
62543,GP Practice,1,,,
62544,GP Practice,1,,,
62548,GP Practice,1,,,
62549,GP Practice,1,,,
62550,GP Practice,1,,,
62552,GP Practice,1,,,
62555,GP Practice,1,,,
62556,GP Practice,1,,,
62557,GP Practice,1,,,
62558,GP Practice,1,,,
62563,GP Practice,1,,,
62564,GP Practice,1,,,
62576,GP Practice,1,,,
62578,GP Practice,1,,,
62616,GP Practice,1,,,
62617,GP Practice,1,,,
62619,GP Practice,1,,,
62620,GP Practice,1,,,
62621,GP Practice,1,,,
62629,GP Practice,1,,,
62630,GP Practice,1,,,
62632,GP Practice,1,,,
62633,GP Practice,1,,,
62635,GP Practice,1,,,
62636,GP Practice,1,,,
62638,GP Practice,1,,,
62639,GP Practice,1,,,
62669,GP Practice,1,,,
62672,GP Practice,1,,,
62682,GP Practice,1,,,
62700,GP Practice,1,,,
62709,Telephone,1,,,
62729,GP Practice,1,,,
62751,Accident & Emergency,,1,,
62778,Accident & Emergency,,1,,
62842,GP Practice,1,,,
62865,Accident & Emergency,,1,,
62876,GP Practice,1,,,
62884,GP Practice,1,,,
62894,Telephone,1,,,
62913,GP Practice,1,,,
62932,GP Practice,1,,,
62951,GP Practice,1,,,
62961,GP Practice,1,,,
63011,Accident & Emergency,,1,,
63051,Accident & Emergency,,1,,
63098,GP Practice,1,,,
63105,GP Practice,1,,,
63190,GP Practice,1,,,
63247,GP Practice,1,,,
63275,GP Practice,1,,,
63284,GP Practice,1,,,
63343,GP Practice,1,,,
63359,GP Practice,1,,,
63383,Accident & Emergency,,1,,
63398,GP Practice,1,,,
63420,GP Practice,1,,,
63422,Accident & Emergency,,1,,
63447,Surgery,1,,,
63448,Accident & Emergency,,1,,
63452,GP Practice,1,,,
63477,Accident & Emergency,,1,,
63515,GP Practice,1,,,
63565,GP Practice,1,,,
63569,GP Practice,1,,,
63586,GP Practice,1,,,
63593,GP Practice,1,,,
63629,GP Practice,1,,,
63642,GP Practice,1,,,
63672,Accident & Emergency,,1,,
63735,GP Practice,1,,,
63765,GP Practice,1,,,
63770,Accident & Emergency,,1,,
63776,Surgery,1,,,
63793,Accident & Emergency,,1,,
63810,GP Practice,1,,,
63814,GP Practice,1,,,
63836,Telephone,1,,,
63881,GP Practice,1,,,
63899,GP Practice,1,,,
63907,GP Practice,1,,,
63919,GP Practice,1,,,
63923,GP Practice,1,,,
63936,GP Practice,1,,,
63963,GP Practice,1,,,
63982,GP Practice,1,,,
64013,Accident & Emergency,,1,,
64065,GP Practice,1,,,
64124,GP Practice,1,,,
64149,GP Practice,1,,,
64197,Accident & Emergency,,1,,
64199,Telephone,1,,,
64203,GP Practice,1,,,
64209,Accident & Emergency,,1,,
64237,GP Practice,1,,,
64249,Accident & Emergency,,1,,
64288,Accident & Emergency,,1,,
64301,GP Practice,1,,,
64369,GP Practice,1,,,
64395,Accident & Emergency,,1,,
64414,GP Practice,1,,,
64421,Surgery,1,,,
64423,GP Practice,1,,,
64448,GP Practice,1,,,
64523,GP Practice,1,,,
64543,GP Practice,1,,,
64576,GP Practice,1,,,
64608,GP Practice,1,,,
64641,GP Practice,1,,,
64658,GP Practice,1,,,
64673,GP Practice,1,,,
64683,GP Practice,1,,,
64731,Accident & Emergency,,1,,
64733,Accident & Emergency,,1,,
64776,Telephone,1,,,
64848,GP Practice,1,,,
64853,GP Practice,1,,,
64854,Telephone,1,,,
64857,GP Practice,1,,,
64870,GP Practice,1,,,
64874,GP Practice,1,,,
64898,GP Practice,1,,,
64922,GP Practice,1,,,
64942,GP Practice,1,,,
64945,GP Practice,1,,,
64960,GP Practice,1,,,
64967,Accident & Emergency,,1,,
64973,Accident & Emergency,,1,,
64977,Surgery,1,,,
64998,GP Practice,1,,,
65025,GP Practice,1,,,
65039,GP Practice,1,,,
65063,GP Practice,1,,,
65064,GP Practice,1,,,
65065,GP Practice,1,,,
65066,GP Practice,1,,,
65067,GP Practice,1,,,
65068,GP Practice,1,,,
65071,GP Practice,1,,,
65107,GP Practice,1,,,
65112,GP Practice,1,,,
65114,GP Practice,1,,,
65116,GP Practice,1,,,
65117,GP Practice,1,,,
65120,GP Practice,1,,,
65121,GP Practice,1,,,
65122,GP Practice,1,,,
65124,GP Practice,1,,,
65132,GP Practice,1,,,
65139,GP Practice,1,,,
65142,GP Practice,1,,,
65175,GP Practice,1,,,
65181,GP Practice,1,,,
65184,GP Practice,1,,,
65189,GP Practice,1,,,
65191,GP Practice,1,,,
65198,GP Practice,1,,,
65205,GP Practice,1,,,
65206,GP Practice,1,,,
65207,GP Practice,1,,,
65227,GP Practice,1,,,
65232,GP Practice,1,,,
65233,GP Practice,1,,,
65234,GP Practice,1,,,
65247,GP Practice,1,,,
65249,GP Practice,1,,,
65250,GP Practice,1,,,
65251,GP Practice,1,,,
65253,GP Practice,1,,,
65255,GP Practice,1,,,
65256,GP Practice,1,,,
65257,GP Practice,1,,,
65260,GP Practice,1,,,
65261,GP Practice,1,,,
65262,GP Practice,1,,,
65266,GP Practice,1,,,
65268,GP Practice,1,,,
65270,GP Practice,1,,,
65274,GP Practice,1,,,
65277,GP Practice,1,,,
65281,GP Practice,1,,,
65283,GP Practice,1,,,
65284,GP Practice,1,,,
65294,GP Practice,1,,,
65299,GP Practice,1,,,
65300,GP Practice,1,,,
65301,GP Practice,1,,,
65303,GP Practice,1,,,
65308,GP Practice,1,,,
65324,GP Practice,1,,,
65339,GP Practice,1,,,
65344,GP Practice,1,,,
65345,GP Practice,1,,,
65347,GP Practice,1,,,
65364,GP Practice,1,,,
65372,GP Practice,1,,,
65380,GP Practice,1,,,
65389,GP Practice,1,,,
65390,GP Practice,1,,,
65394,GP Practice,1,,,
65395,GP Practice,1,,,
65397,GP Practice,1,,,
65399,GP Practice,1,,,
65403,GP Practice,1,,,
65404,GP Practice,1,,,
65405,GP Practice,1,,,
65412,GP Practice,1,,,
65427,GP Practice,1,,,
65429,GP Practice,1,,,
65430,GP Practice,1,,,
65431,GP Practice,1,,,
65432,GP Practice,1,,,
65437,GP Practice,1,,,
65441,GP Practice,1,,,
65443,GP Practice,1,,,
65477,GP Practice,1,,,
65479,GP Practice,1,,,
65485,GP Practice,1,,,
65486,GP Practice,1,,,
65487,GP Practice,1,,,
65498,GP Practice,1,,,
65521,GP Practice,1,,,
65525,GP Practice,1,,,
65536,GP Practice,1,,,
65545,GP Practice,1,,,
65548,GP Practice,1,,,
65550,GP Practice,1,,,
65551,GP Practice,1,,,
65557,GP Practice,1,,,
65561,GP Practice,1,,,
65562,GP Practice,1,,,
65569,GP Practice,1,,,
65585,Telephone,1,,,
65599,GP Practice,1,,,
65600,GP Practice,1,,,
65609,GP Practice,1,,,
65612,GP Practice,1,,,
65613,GP Practice,1,,,
65617,GP Practice,1,,,
65620,Surgery,1,,,
65621,Surgery,1,,,
65622,Surgery,1,,,
65623,Surgery,1,,,
65624,Surgery,1,,,
65625,Surgery,1,,,
65626,Surgery,1,,,
65628,GP Practice,1,,,
65630,GP Practice,1,,,
65657,GP Practice,1,,,
65659,Telephone,1,,,
65660,GP Practice,1,,,
65663,GP Practice,1,,,
65664,GP Practice,1,,,
65665,GP Practice,1,,,
65670,GP Practice,1,,,
65672,GP Practice,1,,,
65673,GP Practice,1,,,
65680,GP Practice,1,,,
65681,GP Practice,1,,,
65682,GP Practice,1,,,
65683,GP Practice,1,,,
65687,GP Practice,1,,,
65688,GP Practice,1,,,
65693,GP Practice,1,,,
65704,GP Practice,1,,,
65707,GP Practice,1,,,
65711,Telephone,1,,,
65735,GP Practice,1,,,
65736,GP Practice,1,,,
65737,GP Practice,1,,,
65742,GP Practice,1,,,
65753,GP Practice,1,,,
65754,GP Practice,1,,,
65760,GP Practice,1,,,
65763,GP Practice,1,,,
65764,GP Practice,1,,,
65765,Telephone,1,,,
65785,GP Practice,1,,,
65787,GP Practice,1,,,
65798,GP Practice,1,,,
65801,GP Practice,1,,,
65805,GP Practice,1,,,
65806,GP Practice,1,,,
65807,GP Practice,1,,,
65819,GP Practice,1,,,
65820,GP Practice,1,,,
65824,GP Practice,1,,,
65827,GP Practice,1,,,
65866,GP Practice,1,,,
65868,GP Practice,1,,,
65872,GP Practice,1,,,
65873,GP Practice,1,,,
65876,GP Practice,1,,,
65881,GP Practice,1,,,
65899,GP Practice,1,,,
65902,GP Practice,1,,,
65920,GP Practice,1,,,
65922,GP Practice,1,,,
65937,GP Practice,1,,,
65938,GP Practice,1,,,
65939,GP Practice,1,,,
65941,GP Practice,1,,,
65942,GP Practice,1,,,
65943,GP Practice,1,,,
65944,GP Practice,1,,,
65948,GP Practice,1,,,
65951,GP Practice,1,,,
65953,GP Practice,1,,,
65955,GP Practice,1,,,
65958,GP Practice,1,,,
65959,GP Practice,1,,,
65971,GP Practice,1,,,
66002,GP Practice,1,,,
66003,GP Practice,1,,,
66025,GP Practice,1,,,
66031,GP Practice,1,,,
66038,GP Practice,1,,,
66039,"Out of hours, Non Practice",1,,,
66046,GP Practice,1,,,
66050,GP Practice,1,,,
66052,GP Practice,1,,,
66054,GP Practice,1,,,
66078,GP Practice,1,,,
66086,GP Practice,1,,,
66104,GP Practice,1,,,
66115,GP Practice,1,,,
66136,GP Practice,1,,,
66158,GP Practice,1,,,
66176,GP Practice,1,,,
66204,GP Practice,1,,,
66205,GP Practice,1,,,
66224,GP Practice,1,,,
66227,GP Practice,1,,,
66246,GP Practice,1,,,
66255,GP Practice,1,,,
66256,GP Practice,1,,,
66258,GP Practice,1,,,
66259,GP Practice,1,,,
66261,GP Practice,1,,,
66264,GP Practice,1,,,
66276,GP Practice,1,,,
66278,GP Practice,1,,,
66279,GP Practice,1,,,
66282,GP Practice,1,,,
66298,GP Practice,1,,,
66326,GP Practice,1,,,
66357,GP Practice,1,,,
66363,GP Practice,1,,,
66380,GP Practice,1,,,
66383,GP Practice,1,,,
66386,GP Practice,1,,,
66387,GP Practice,1,,,
66403,GP Practice,1,,,
66405,GP Practice,1,,,
66415,GP Practice,1,,,
66423,GP Practice,1,,,
66459,GP Practice,1,,,
66475,GP Practice,1,,,
66653,GP Practice,1,,,
67306,GP Practice,1,,,
67484,GP Practice,1,,,
67645,GP Practice,1,,,
67852,GP Practice,1,,,
67982,GP Practice,1,,,
68047,GP Practice,1,,,
68085,Telephone,1,,,
68146,GP Practice,1,,,
68270,GP Practice,1,,,
68288,Accident & Emergency,,1,,
68403,Accident & Emergency,,1,,
68773,GP Practice,1,,,
68976,GP Practice,1,,,
69522,GP Practice,1,,,
69560,GP Practice,1,,,
70171,Home Visit,1,,,
70205,GP Practice,1,,,
70207,GP Practice,1,,,
70223,GP Practice,1,,,
70241,Accident & Emergency,,1,,
70260,Telephone,1,,,
70275,GP Practice,1,,,
70278,GP Practice,1,,,
70294,GP Practice,1,,,
70298,GP Practice,1,,,
70309,GP Practice,1,,,
70348,GP Practice,1,,,
70351,Accident & Emergency,,1,,
70362,GP Practice,1,,,
70385,GP Practice,1,,,
70408,GP Practice,1,,,
70409,Accident & Emergency,,1,,
70413,Accident & Emergency,,1,,
70414,Accident & Emergency,,1,,
70425,GP Practice,1,,,
70429,GP Practice,1,,,
70435,GP Practice,1,,,
70436,GP Practice,1,,,
70441,GP Practice,1,,,
70447,GP Practice,1,,,
70448,GP Practice,1,,,
70453,GP Practice,1,,,
70457,GP Practice,1,,,
70460,GP Surgery,1,,,
70465,GP Practice,1,,,
70479,GP Practice,1,,,
70494,GP Practice,1,,,
70505,GP Practice,1,,,
70506,GP Practice,1,,,
70515,GP Practice,1,,,
70516,GP Practice,1,,,
70568,GP Practice,1,,,
70575,GP Practice,1,,,
70577,GP Practice,1,,,
70579,GP Practice,1,,,
70636,GP Practice,1,,,
70651,GP Surgery,1,,,
70652,GP Practice,1,,,
70653,GP Practice,1,,,
70654,GP Practice,1,,,
70655,GP Practice,1,,,
70659,GP Practice,1,,,
70664,GP Practice,1,,,
70666,GP Practice,1,,,
70667,Clinic,1,,,
70674,GP Practice,1,,,
70677,GP Practice,1,,,
70678,GP Practice,1,,,
70680,GP Practice,1,,,
70681,GP Practice,1,,,
70684,GP Practice,1,,,
70692,GP Practice,1,,,
70717,GP Practice,1,,,
70718,GP Practice,1,,,
70719,GP Practice,1,,,
70732,Telephone,1,,,
70784,GP Practice,1,,,
70786,GP Practice,1,,,
70801,Telephone Consultation,1,,,
70812,GP Practice,1,,,
70848,GP Practice,1,,,
70865,GP Practice,1,,,
70866,GP Practice,1,,,
70876,GP Practice,1,,,
70879,GP Practice,1,,,
70882,GP Practice,1,,,
70898,GP Practice,1,,,
70916,GP Practice,1,,,
70943,GP Practice,1,,,
70944,GP Practice,1,,,
70961,GP Practice,1,,,
70971,GP Practice,1,,,
70973,GP Practice,1,,,
70984,GP Practice,1,,,
70989,GP Practice,1,,,
71006,GP Practice,1,,,
71011,GP Practice,1,,,
71012,GP Practice,1,,,
71013,GP Practice,1,,,
71033,GP Practice,1,,,
71044,GP Practice,1,,,
71058,GP Practice,1,,,
71083,GP Practice,1,,,
71103,GP Practice,1,,,
71108,GP Practice,1,,,
71109,GP Practice,1,,,
71110,GP Practice,1,,,
71112,GP Practice,1,,,
71113,GP Practice,1,,,
71116,GP Practice,1,,,
71128,GP Practice,1,,,
71129,GP Practice,1,,,
71130,GP Practice,1,,,
71134,GP Practice,1,,,
71136,GP Practice,1,,,
71144,GP Practice,1,,,
71165,GP Practice,1,,,
71166,GP Practice,1,,,
71208,GP Practice,1,,,
71215,GP Practice,1,,,
71216,GP Practice,1,,,
71223,GP Practice,1,,,
71228,GP Practice,1,,,
71229,GP Practice,1,,,
71231,GP Practice,1,,,
71240,GP Practice,1,,,
71246,GP Practice,1,,,
71247,GP Practice,1,,,
71253,GP Practice,1,,,
71261,GP Practice,1,,,
71262,GP Practice,1,,,
71264,GP Practice,1,,,
71265,GP Practice,1,,,
71266,GP Practice,1,,,
71273,GP Practice,1,,,
71279,GP Practice,1,,,
71284,GP Practice,1,,,
71285,GP Practice,1,,,
71291,GP Practice,1,,,
71295,GP Practice,1,,,
71303,GP Practice,1,,,
71304,GP Practice,1,,,
71308,Surgery,1,,,
71309,GP Practice,1,,,
71316,GP Practice,1,,,
71322,GP Practice,1,,,
71335,GP Practice,1,,,
71339,GP Practice,1,,,
71341,Telephone,1,,,
71359,GP Practice,1,,,
71366,GP Practice,1,,,
71368,GP Practice,1,,,
71391,GP Practice,1,,,
71393,GP Practice,1,,,
71396,GP Practice,1,,,
71398,GP Practice,1,,,
71399,Out Of Hours Night Visit,1,,,
71418,GP Practice,1,,,
71419,GP Practice,1,,,
71422,GP Practice,1,,,
71423,GP Practice,1,,,
71424,GP Practice,1,,,
71427,GP Practice,1,,,
71430,GP Practice,1,,,
71431,GP Practice,1,,,
71437,GP Practice,1,,,
71438,GP Practice,1,,,
71459,GP Practice,1,,,
71460,GP Practice,1,,,
71464,GP Practice,1,,,
71495,GP Practice,1,,,
71496,GP Practice,1,,,
71501,GP Practice,1,,,
71511,GP Practice,1,,,
71512,GP Practice,1,,,
71521,GP Practice,1,,,
71524,GP Practice,1,,,
71525,GP Practice,1,,,
71532,GP Practice,1,,,
71533,GP Practice,1,,,
71539,GP Practice,1,,,
71549,GP Practice,1,,,
71575,GP Practice,1,,,
71608,GP Practice,1,,,
71633,GP Practice,1,,,
71653,GP Practice,1,,,
71654,GP Practice,1,,,
71658,GP Practice,1,,,
71659,GP Practice,1,,,
71660,GP Practice,1,,,
71662,GP Practice,1,,,
71666,GP Practice,1,,,
71672,GP Practice,1,,,
71693,GP Practice,1,,,
71753,GP Practice,1,,,
71776,GP Practice,1,,,
71777,GP Practice,1,,,
71780,GP Practice,1,,,
71783,GP Practice,1,,,
71784,GP Practice,1,,,
71787,GP Practice,1,,,
71788,GP Practice,1,,,
71790,GP Practice,1,,,
71798,GP Practice,1,,,
71799,GP Practice,1,,,
71800,GP Practice,1,,,
71814,GP Practice,1,,,
71815,GP Practice,1,,,
71816,GP Practice,1,,,
71832,GP Practice,1,,,
71840,GP Practice,1,,,
71847,GP Practice,1,,,
71864,GP Practice,1,,,
71877,Accident & Emergency,,1,,
71880,GP Practice,1,,,
71901,GP Practice,1,,,
71902,GP Practice,1,,,
71903,GP Practice,1,,,
71906,GP Practice,1,,,
71907,GP Practice,1,,,
71932,GP Practice,1,,,
71933,GP Practice,1,,,
71938,GP Practice,1,,,
71947,GP Practice,1,,,
71958,GP Practice,1,,,
71959,Telephone,1,,,
71968,GP Practice,1,,,
71970,Surgery,1,,,
71972,GP Practice,1,,,
71978,GP Practice,1,,,
71981,GP Practice,1,,,
71993,GP Practice,1,,,
71995,GP Practice,1,,,
72001,GP Practice,1,,,
72002,GP Practice,1,,,
72003,GP Practice,1,,,
72015,GP Practice,1,,,
72016,GP Practice,1,,,
72021,GP Practice,1,,,
72034,GP Practice,1,,,
72044,GP Practice,1,,,
72046,GP Practice,1,,,
72061,GP Practice,1,,,
72063,GP Practice,1,,,
72064,GP Practice,1,,,
72066,GP Practice,1,,,
72067,GP Practice,1,,,
72078,Surgery,1,,,
72079,GP Practice,1,,,
72156,GP Practice,1,,,
72163,GP Practice,1,,,
72166,GP Practice,1,,,
72171,GP Practice,1,,,
72172,GP Practice,1,,,
72192,GP Practice,1,,,
72194,GP Practice,1,,,
72198,GP Practice,1,,,
72231,GP Practice,1,,,
72234,GP Practice,1,,,
72236,GP Practice,1,,,
72301,GP Practice,1,,,
72317,GP Practice,1,,,
72337,GP Practice,1,,,
72345,GP Practice,1,,,
72346,GP Practice,1,,,
72349,GP Practice,1,,,
72350,GP Practice,1,,,
72356,GP Practice,1,,,
72391,GP Practice,1,,,
72399,GP Practice,1,,,
72400,Clinic,1,,,
72401,Clinic,1,,,
72402,Clinic,1,,,
72410,GP Practice,1,,,
72533,Clinic,1,,,
72551,GP Practice,1,,,
72634,Accident & Emergency,,1,,
72652,GP Practice,1,,,
72665,GP Practice,1,,,
72670,Clinic,1,,,
72671,Clinic,1,,,
72672,Clinic,1,,,
72673,Clinic,1,,,
72678,GP Practice,1,,,
72693,GP Practice,1,,,
72792,GP Practice,1,,,
72825,GP Practice,1,,,
72857,GP Practice,1,,,
72885,GP Practice,1,,,
72899,Surgery,1,,,
72942,GP Practice,1,,,
72944,GP Practice,1,,,
72963,GP Practice,1,,,
72988,GP Practice,1,,,
72995,GP Practice,1,,,
73039,GP Practice,1,,,
73043,GP Practice,1,,,
73057,GP Practice,1,,,
73088,GP Practice,1,,,
73182,GP Practice,1,,,
73185,GP Practice,1,,,
73186,GP Practice,1,,,
73241,GP Practice,1,,,
73243,GP Practice,1,,,
73248,GP Practice,1,,,
73281,GP Practice,1,,,
73296,GP Practice,1,,,
73298,GP Practice,1,,,
73324,Clinic,1,,,
73325,Clinic,1,,,
73326,Clinic,1,,,
73327,Clinic,1,,,
73333,GP Practice,1,,,
73337,GP Practice,1,,,
73431,GP Practice,1,,,
73437,GP Practice,1,,,
73440,GP Practice,1,,,
73451,GP Practice,1,,,
73452,GP Practice,1,,,
73459,Clinic,1,,,
73460,Clinic,1,,,
73461,Clinic,1,,,
73462,Clinic,1,,,
73463,Clinic,1,,,
73482,GP Practice,1,,,
73484,GP Practice,1,,,
73485,GP Practice,1,,,
73562,Accident & Emergency,,1,,
73596,GP Practice,1,,,
73604,GP Practice,1,,,
73613,Clinic,1,,,
73614,Clinic,1,,,
73615,Clinic,1,,,
73616,Clinic,1,,,
73617,Clinic,1,,,
73618,Clinic,1,,,
73641,GP Practice,1,,,
73645,GP Practice,1,,,
73739,Inpatient Trust,,,,1
73762,GP Practice,1,,,
73763,GP Practice,1,,,
73784,GP Practice,1,,,
73795,GP Practice,1,,,
73798,GP Practice,1,,,
73815,GP Practice,1,,,
73843,Telephone,1,,,
73845,Telephone,1,,,
73851,GP Practice,1,,,
73876,GP Practice,1,,,
73888,Inpatient Trust,,,,1
73889,GP Practice,1,,,
73897,GP Practice,1,,,
73904,GP Practice,1,,,
73944,GP Practice,1,,,
73947,GP Practice,1,,,
73948,GP Practice,1,,,
74035,GP Practice,1,,,
74058,GP Practice,1,,,
